OPH ,245.602590;-00.296366,245.558562;+03.703395,252.805863;+03.785224,252.701431;+12.617958,260.195814;+12.706166,260.176866;+14.206054,275.173253;+14.387493,275.203075;+12.054343,281.388018;+12.128784,281.458537;+06.379205,275.274593;+06.304775,275.295980;+04.554904,277.921044;+04.586629,277.939207;+03.086738,275.314227;+03.055015,275.350594;+00.055234,269.101002;-00.020637,269.149657;-04.020342,271.149630;-03.996046,271.223692;-09.995598,266.723715;-10.050228,266.744657;-11.716772,265.494392;-11.731909,265.473485;-10.065364,259.222055;-10.140434,259.297407;-16.139990,265.800151;-16.061878,266.001802;-30.060665,253.235324;-30.212321,253.155636;-24.796107,245.891429;-24.878133,245.822948;-19.545174,247.450647;-19.527162,247.438187;-18.527231,245.810644;-18.545241,245.691176;-08.295887,240.437216;-08.352322,240.386891;-03.602581,245.638367;-03.546173,
ORI ,070.852158;+00.237507,071.033824;+15.736456,076.288716;+15.675530,076.295070;+16.175492,081.798500;+16.110102,081.792019;+15.610142,085.793426;+15.561919,085.754842;+12.562154,088.255154;+12.531851,088.326947;+18.031413,087.326766;+18.043546,087.393573;+22.876469,090.143819;+22.843086,090.124931;+21.509871,095.123901;+21.449178,095.069353;+17.449509,096.443698;+17.432869,096.372547;+11.933300,096.347453;+09.933452,095.347815;+09.945552,095.225464;-00.053705,095.176930;-04.053410,089.052163;-03.979050,088.965578;-10.978522,077.719823;-10.843216,077.804191;-03.843720,071.556158;-03.770811,071.602114;+00.228922,
PAV ,274.195298;-74.974524,323.184868;-74.454408,322.348654;-59.457623,307.564873;-59.588011,307.458858;-56.588534,272.672317;-56.983775,265.168259;-57.074788,265.775848;-67.571125,273.280189;-67.480084,
PEG ,321.583416;+02.539386,321.501042;+13.039059,318.244484;+13.013198,318.250228;+12.346552,317.248310;+12.338258,317.178741;+20.004630,320.188364;+20.029069,320.151655;+24.028920,322.661986;+24.048194,322.620121;+28.548032,327.395141;+28.581770,327.319922;+36.581511,329.460991;+36.595346,331.350442;+36.606870,331.359522;+35.606898,343.706482;+35.665569,343.709148;+35.165574,344.465240;+35.168194,354.044092;+35.191265,354.049074;+32.774601,357.828014;+32.778461,357.828671;+32.028462,001.606877;+32.029322,001.606116;+28.695997,002.612739;+28.695720,002.609914;+22.695729,003.740540;+22.695163,003.739816;+21.695165,003.734011;+13.195180,001.603071;+13.196022,001.602628;+10.696026,359.097030;+10.695787,359.097956;+08.195792,342.821351;+08.162165,342.842144;+02.662212,331.587229;+02.607613,331.588714;+02.357618,326.587026;+02.325698,326.580181;+03.325673,323.578692;+03.304397,323.584215;+02.554418,
PER ,042.628204;+31.186464,042.666288;+34.519636,040.402208;+34.537471,040.434482;+37.287344,039.679166;+37.293109,039.885288;+51.042313,032.673629;+51.092518,032.621323;+47.592687,026.931284;+47.625778,026.968367;+50.625676,022.407791;+50.647808,022.455865;+54.647697,027.533477;+54.622812,027.595055;+58.122642,030.773448;+58.104598,030.795445;+59.104532,038.802153;+59.051081,038.762139;+57.551229,048.900704;+57.468437,049.913271;+57.459324,049.853803;+55.459595,052.381673;+55.436226,052.312864;+52.936552,072.840029;+52.719613,072.457121;+36.221826,069.573621;+36.254687,069.486727;+30.921852,052.426478;+31.100328,
PHE ,351.692620;-39.312697,351.768455;-56.312608,351.778317;-57.812597,021.206074;-57.848330,021.273113;-52.848479,024.967196;-52.865779,024.993690;-50.865848,028.693088;-50.885848,028.738158;-47.552651,036.152769;-47.600425,036.263841;-39.434158,026.350575;-39.372560,
PIC ,090.951524;-43.005765,075.974206;-42.825521,073.482132;-42.796335,073.401841;-46.295866,068.423858;-46.238758,068.362005;-48.738407,068.217486;-53.737589,075.676751;-53.823765,075.547467;-57.323003,083.018515;-57.412232,082.857313;-60.911258,090.344747;-61.002077,090.173310;-64.001035,098.936906;-64.107020,102.702972;-64.151882,103.010817;-58.153701,097.994779;-58.093838,098.113987;-55.094554,093.107117;-55.034036,093.194082;-52.534564,090.693427;-52.504196,090.748628;-50.754531,
PSC ,342.849639;+00.662229,342.842144;+02.662212,342.821351;+08.162165,359.097956;+08.195792,359.097030;+10.695787,001.602628;+10.696026,001.603071;+13.196022,003.734011;+13.195180,003.739816;+21.695165,014.414692;+21.676609,014.423940;+24.426591,012.413371;+24.431899,012.442943;+33.681849,022.897284;+33.645322,022.866279;+28.645399,026.764562;+28.626244,026.744528;+25.626301,026.655590;+10.543230,031.665095;+10.514386,031.615113;+02.597883,006.603675;+02.692541,006.601217;+00.692546,006.592590;-06.307437,359.103210;-06.304184,359.102121;-03.304189,342.864630;-03.337737,
PSA ,346.680871;-24.825001,329.770240;-24.904002,321.807714;-24.959724,321.831570;-27.459631,321.928013;-36.459253,346.727431;-36.324917,
PUP ,111.973184;-11.252143,111.676966;-33.250474,099.903623;-33.112810,099.708666;-43.111643,090.951524;-43.005765,090.748628;-50.754531,120.861427;-51.102606,121.038036;-43.353524,126.572070;-43.409545,126.677569;-37.160058,126.926877;-17.411265,126.989575;-11.411567,122.733960;-11.368800,
PYX ,126.926877;-17.411265,130.184128;-17.442478,130.163305;-19.442382,137.684771;-19.508843,137.636572;-24.508649,141.904131;-24.542539,141.771393;-37.292047,126.677569;-37.160058,
RET ,048.362417;-67.035752,068.793691;-67.247879,069.274259;-58.750617,065.554313;-58.708804,065.650198;-56.209336,060.692664;-56.155530,060.797653;-52.822759,058.318552;-52.796790,053.364774;-52.747017,053.236579;-57.079720,048.790901;-57.037716,
SGE ,284.373601;+18.664717,284.339097;+21.247843,290.096309;+21.314820,290.121275;+19.398303,298.885652;+19.495540,298.860236;+21.578733,305.125394;+21.643651,305.134035;+20.893695,305.186935;+16.143963,303.558948;+16.127516,298.925975;+16.079087,298.921138;+16.495731,286.405469;+16.355076,286.375469;+18.688231,
SGR ,284.744011;-11.866424,284.793680;-15.832801,275.549513;-15.943564,265.800151;-16.061878,266.001802;-30.060665,269.502803;-30.018208,269.625462;-37.017465,289.596317;-36.778548,289.769652;-45.277548,307.169292;-45.089965,306.897942;-27.591311,301.915948;-27.641890,301.726354;-11.676217,
SCO ,240.437216;-08.352322,245.691176;-08.295887,245.810644;-18.545241,247.438187;-18.527231,247.450647;-19.527162,245.822948;-19.545174,245.891429;-24.878133,253.155636;-24.796107,253.235324;-30.212321,266.001802;-30.060665,269.502803;-30.018208,269.625462;-37.017465,269.809297;-45.516352,248.570630;-45.767081,248.494784;-42.267503,242.152787;-42.336707,241.947666;-29.837783,236.929932;-29.889639,236.812999;-20.390216,240.571717;-20.351631,
SCL ,346.680871;-24.825001,359.110472;-24.804154,026.458740;-24.872865,026.350575;-39.372560,351.692620;-39.312697,351.683276;-36.312710,346.727431;-36.324917,
SCT ,275.549513;-15.943564,284.793680;-15.832801,284.744011;-11.866424,284.647260;-03.833666,280.398181;-03.884212,275.399113;-03.944473,
SER1,227.852949;-00.474279,227.781422;+07.525413,227.605437;+25.524653,229.099454;+25.538099,241.805688;+25.664177,241.856530;+21.664444,240.110954;+21.646001,240.181033;+15.646362,242.676576;+15.672826,242.809627;+03.673528,245.558562;+03.703395,245.602590;-00.296366,245.638367;-03.546173,240.386891;-03.602581,227.881897;-03.724155,
SER2,275.350594;+00.055234,275.314227;+03.055015,277.939207;+03.086738,277.921044;+04.586629,275.295980;+04.554904,275.274593;+06.304775,281.458537;+06.379205,284.525943;+06.415617,284.576391;+02.165915,280.326214;+02.115357,280.350187;+00.115500,280.398181;-03.884212,275.399113;-03.944473,275.549513;-15.943564,265.800151;-16.061878,259.297407;-16.139990,259.222055;-10.140434,265.473485;-10.065364,265.494392;-11.731909,266.744657;-11.716772,266.723715;-10.050228,271.223692;-09.995598,271.149630;-03.996046,269.149657;-04.020342,269.101002;-00.020637,
SEX ,145.348717;-00.567052,145.398232;+06.432781,162.875854;+06.337746,162.849548;-00.662215,162.826971;-06.662181,162.807750;-11.662152,145.270082;-11.566788,
TAU ,050.836504;-01.302944,050.852805;+00.446978,050.946229;+10.363200,051.037049;+19.446096,052.290438;+19.434316,052.426478;+31.100328,069.486727;+30.921852,069.476572;+30.255239,073.235129;+30.212289,073.212259;+28.712423,090.228675;+28.509238,090.220847;+28.009286,090.143819;+22.843086,087.393573;+22.876469,087.326766;+18.043546,088.326947;+18.031413,088.255154;+12.531851,085.754842;+12.562154,085.793426;+15.561919,081.792019;+15.610142,081.798500;+16.110102,076.295070;+16.175492,076.288716;+15.675530,071.033824;+15.736456,070.852158;+00.237507,055.352715;+00.403731,055.335393;-01.346181,
TEL ,307.458858;-56.588534,307.169292;-45.089965,289.769652;-45.277548,272.309024;-45.485979,272.672317;-56.983775,
TRI ,026.744528;+25.626301,026.764562;+28.626244,022.866279;+28.645399,022.897284;+33.645322,022.910692;+35.645289,031.854091;+35.597091,031.870929;+37.347036,039.679166;+37.293109,040.434482;+37.287344,040.402208;+34.537471,042.666288;+34.519636,042.628204;+31.186464,038.103022;+31.221275,038.069980;+27.804731,030.530463;+27.854984,030.513559;+25.605038,
TRA ,224.166478;-70.511618,224.003649;-68.012279,226.557162;-67.990997,226.353552;-64.075193,230.166594;-64.041627,230.054573;-61.458804,232.589778;-61.435361,232.549869;-60.435548,249.034748;-60.264493,249.081688;-61.264231,251.537906;-61.236490,251.676386;-63.819033,254.195194;-63.790123,254.283599;-65.206283,255.542455;-65.191676,255.725066;-67.690614,258.242599;-67.661119,258.470808;-70.159775,
TUC ,351.997813;-74.312376,001.566227;-74.303869,012.332302;-74.318484,012.295277;-75.318437,020.653859;-75.347130,021.206074;-57.848330,351.778317;-57.812597,351.768455;-56.312608,332.113701;-56.390765,332.398592;-66.889916,351.861339;-66.812511,
UMA ,145.709026;+41.431721,139.512267;+41.478637,139.590483;+46.478325,128.439851;+46.577762,128.798840;+59.576026,122.128811;+59.643428,123.085806;+73.138410,140.615093;+72.974195,171.961131;+72.812588,171.849142;+65.812694,181.579092;+65.804051,181.581399;+63.304050,203.550460;+63.359432,203.573559;+62.359487,217.045226;+62.441565,217.251206;+54.942314,211.584324;+54.903657,211.698660;+47.904012,203.795027;+47.860007,203.742307;+52.359884,182.818380;+52.304415,182.826305;+44.304408,181.591260;+44.304035,181.594366;+33.304022,181.595519;+28.304016,179.608797;+28.304099,166.693830;+28.325073,166.714060;+33.325049,163.489239;+33.335730,163.523000;+39.335675,154.359208;+39.377466,154.378024;+41.377416,
UMI ,195.820510;+76.329001,196.097366;+69.329457,210.650775;+69.399208,210.820510;+65.399734,235.329597;+65.602411,235.050688;+69.601011,247.841166;+69.738359,247.220878;+74.734846,261.536860;+74.903350,260.218295;+79.895389,267.656432;+79.985778,261.723364;+85.949604,308.722253;+86.465584,308.332728;+86.630586,343.511367;+86.836807,339.263111;+88.663804,135.830448;+87.568969,130.401376;+86.097586,213.023307;+85.930900,216.782954;+79.445073,203.809168;+79.363027,204.156976;+76.363905,
VEL ,166.337072;-57.174512,166.456340;-40.424671,141.733854;-40.291907,141.771393;-37.292047,126.677569;-37.160058,126.572070;-43.409545,121.038036;-43.353524,120.861427;-51.102606,123.380871;-51.128554,123.319852;-53.378245,127.609026;-53.420708,127.566841;-54.920506,133.379915;-54.974258,133.323388;-56.974010,
VIR ,174.350384;-00.691691,174.365548;+10.308316,179.603602;+10.304073,179.604398;+13.304078,194.061920;+13.322543,194.058955;+14.322540,204.028825;+14.360525,204.063750;+07.360598,227.781422;+07.525413,227.852949;-00.474279,221.603023;-00.526930,221.667036;-08.526687,215.408414;-08.573138,215.513013;-22.572799,194.166756;-22.677370,194.132939;-11.677399,179.096615;-11.695808,179.098465;-06.695800,174.342154;-06.691695,
VOL ,098.936906;-64.107020,098.454020;-70.104127,097.770215;-75.100029,114.214226;-75.289941,135.243254;-75.495521,136.094421;-64.499090,102.702972;-64.151882,
VUL ,284.339097;+21.247843,284.277132;+25.664147,290.161303;+25.732577,290.132616;+27.732412,296.272187;+27.801173,296.250922;+29.301056,315.072571;+29.487122,315.083885;+28.487172,322.620121;+28.548032,322.661986;+24.048194,320.151655;+24.028920,320.188364;+20.029069,317.178741;+20.004630,309.907620;+19.939990,309.896913;+20.939939,305.134035;+20.893695,305.125394;+21.643651,298.860236;+21.578733,298.885652;+19.495540,290.121275;+19.398303,290.096309;+21.314820,
